"muni_idx","diferencia_pp","dif_q025","dif_q975","prev_ESH","fuente_ESH","priv_ESH","prev_AHA","fuente_AHA","priv_AHA","ambos_directos","suprimir_privacidad","cve_ent","cve_mun","nomgeo"
20,-22.8502309578568,-54.9471732172742,12.379878565102,0.632699103438497,"sintetico_postestratificado",FALSE,0.404196793859928,"sintetico_postestratificado",FALSE,FALSE,FALSE,"03","009","Loreto"
21,-18.5269308963297,-39.399754715983,4.1037934528573,0.713566897524129,"muestra_directa",FALSE,0.528297588560832,"muestra_directa",FALSE,TRUE,FALSE,"03","008","Los Cabos"
22,-17.2340311719263,-32.217695061335,-1.24701706196128,0.752848743098578,"muestra_directa",FALSE,0.580508431379315,"muestra_directa",FALSE,TRUE,FALSE,"03","003","La Paz"
23,-20.0673062399594,-39.0338481658764,-0.259694536290328,0.573635646947022,"muestra_directa",FALSE,0.372962584547428,"muestra_directa",FALSE,TRUE,FALSE,"03","001","Comondú"
24,-31.1579785404339,-48.0323475973907,-13.8796594261462,0.566860550620296,"muestra_directa",FALSE,0.255280765215956,"muestra_directa",FALSE,TRUE,FALSE,"04","003","Carmen"
25,-22.8693460971055,-48.7353582284902,3.77810520695414,0.640058153157175,"muestra_directa",TRUE,0.41136469218612,"muestra_directa",TRUE,TRUE,TRUE,"04","007","Palizada"
27,-21.9993817524201,-50.0062350815819,7.92392116859343,0.585890495903713,"sintetico_postestratificado",FALSE,0.365896678379512,"sintetico_postestratificado",FALSE,FALSE,FALSE,"04","005","Hecelchakán"
28,-27.2154967374674,-51.062525160369,-3.7856667831787,0.629374391435488,"muestra_directa",TRUE,0.357219424060814,"muestra_directa",TRUE,TRUE,TRUE,"04","004","Champotón"
29,-18.8581099545365,-43.2660285593868,5.20209312896672,0.627601399086408,"muestra_directa",TRUE,0.439020299541043,"muestra_directa",TRUE,TRUE,TRUE,"04","011","Candelaria"
31,-14.8530098296522,-32.5083429772947,3.15331100235605,0.518312831161071,"muestra_directa",FALSE,0.369782732864549,"muestra_directa",FALSE,TRUE,FALSE,"04","002","Campeche"
32,-22.1196816376505,-48.757394951115,9.25760584270768,0.548474716425074,"sintetico_postestratificado",FALSE,0.327277900048569,"sintetico_postestratificado",FALSE,FALSE,FALSE,"04","006","Hopelchén"
33,-22.4416252062609,-47.6672243135732,4.20556489007387,0.552701132656988,"muestra_directa",TRUE,0.328284880594379,"muestra_directa",TRUE,TRUE,TRUE,"04","001","Calkiní"
34,-23.0493405891175,-52.0223055286179,6.51404607098417,0.577012405833183,"sintetico_postestratificado",FALSE,0.346518999942007,"sintetico_postestratificado",FALSE,FALSE,FALSE,"04","010","Calakmul"
