"muni_idx","obs","pred_bym2","pred_naive","n","vecinos_retenidos","estrato_vecinos"
1007,0,0.483650845685659,0.448588448588449,5,1,"1-2"
1031,0.5,0.417028072240418,0.448588448588449,2,0,"0"
1056,1,0.493641178108117,0.448588448588449,9,0,"0"
1062,0.428571428571429,0.497882648920544,0.448588448588449,14,0,"0"
1077,0.181818181818182,0.243855859662756,0.448588448588449,11,0,"0"
1086,0.357142857142857,0.390733271633891,0.448588448588449,14,0,"0"
1113,0.4,0.381651615828593,0.448588448588449,10,0,"0"
1117,0,0.483853233348846,0.448588448588449,3,0,"0"
1126,0.444444444444444,0.5901942642928,0.448588448588449,9,0,"0"
1139,0.769230769230769,0.45769330083414,0.448588448588449,13,0,"0"
1175,0.454545454545455,0.479853615912945,0.448588448588449,11,0,"0"
1188,0.555555555555556,0.294084774087387,0.448588448588449,9,0,"0"
1192,0.454545454545455,0.532274555149081,0.448588448588449,22,0,"0"
1193,0.454545454545455,0.381857060468965,0.448588448588449,11,0,"0"
1224,0.285714285714286,0.346273579753079,0.448588448588449,28,0,"0"
1232,0,0.5279833907166,0.448588448588449,2,0,"0"
1248,0.6,0.476588078820162,0.448588448588449,10,2,"1-2"
1276,0.166666666666667,0.425747902708436,0.448588448588449,12,0,"0"
1346,0.5,0.483665881814912,0.448588448588449,8,0,"0"
1349,0,0.257221062274589,0.448588448588449,4,1,"1-2"
1356,0.166666666666667,0.433474324997511,0.448588448588449,6,0,"0"
1374,0.285714285714286,0.484628237487892,0.448588448588449,7,0,"0"
1433,0.357142857142857,0.439536911573995,0.448588448588449,14,0,"0"
1474,0.2,0.403533381372575,0.448588448588449,5,2,"1-2"
1475,0.5,0.438521524244246,0.448588448588449,8,0,"0"
1483,0.266666666666667,0.447209097809437,0.448588448588449,15,0,"0"
1500,0.5,0.360996726937655,0.448588448588449,12,1,"1-2"
1512,0.6,0.413102206351367,0.448588448588449,5,3,"3+"
1515,0.4,0.499711217274581,0.448588448588449,5,2,"1-2"
1517,0.5,0.459044120099228,0.448588448588449,10,1,"1-2"
1520,0.5,0.467836689715589,0.448588448588449,6,0,"0"
1531,0.166666666666667,0.590851296558369,0.448588448588449,6,2,"1-2"
1565,0.375,0.42059092221429,0.448588448588449,8,0,"0"
1566,0.454545454545455,0.374546400207649,0.448588448588449,11,0,"0"
1569,0.666666666666667,0.515797311643258,0.448588448588449,6,2,"1-2"
1592,0.631578947368421,0.433151176503898,0.448588448588449,19,1,"1-2"
1598,0.5,0.336596770740798,0.448588448588449,16,1,"1-2"
1602,0.272727272727273,0.32596774353648,0.448588448588449,11,3,"3+"
1608,0.2,0.489929282099317,0.448588448588449,10,1,"1-2"
1620,0.285714285714286,0.378856175968422,0.448588448588449,7,0,"0"
1623,0.4,0.447445484404699,0.448588448588449,5,0,"0"
1626,0.4,0.444507396779715,0.448588448588449,20,1,"1-2"
1629,0.4,0.38020074006637,0.448588448588449,10,0,"0"
1632,0.230769230769231,0.36158708040404,0.448588448588449,26,1,"1-2"
1636,0,0.455588441042541,0.448588448588449,1,2,"1-2"
1640,0.5,0.488536748702391,0.448588448588449,4,0,"0"
1654,0.428571428571429,0.364856008023539,0.448588448588449,7,2,"1-2"
1666,0.333333333333333,0.3785753216679,0.448588448588449,12,0,"0"
1678,0.166666666666667,0.428491038528842,0.448588448588449,12,0,"0"
1695,0.357142857142857,0.526118451322326,0.448588448588449,14,1,"1-2"
1722,0.25,0.483053924935114,0.448588448588449,4,0,"0"
1732,0,0.5033878751298,0.448588448588449,7,2,"1-2"
1735,1,0.388665251161049,0.448588448588449,2,3,"3+"
1751,0.6,0.442827772502871,0.448588448588449,10,4,"3+"
1755,0,0.410069605694919,0.448588448588449,2,0,"0"
1756,0.444444444444444,0.351731272787827,0.448588448588449,9,1,"1-2"
1757,0.386363636363636,0.508941827363586,0.448588448588449,44,6,"3+"
1758,0.666666666666667,0.418235019430304,0.448588448588449,9,0,"0"
1763,0.2,0.384413330891097,0.448588448588449,10,3,"3+"
1774,0.461538461538462,0.364995395425634,0.448588448588449,26,0,"0"
